row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
4758,36,B,7645,28612,1132,31279,1655,15,6
4759,43,B,6770,12893,1107,22110,1445,14,6
4760,43,D,3253,7956,500,29808,1521,16,2
4761,32,C,3960,10503,826,30776,1231,12,3
4762,38,D,2074,2982,394,21021,1865,14,1
4763,42,B,6436,19239,1298,38293,2232,15,5
4764,36,A,5115,20559,1052,39650,1504,16,4
4765,45,D,3429,7333,547,19095,1926,13,2
4766,25,B,8177,21672,1178,16436,1676,18,7
4767,37,A,5634,31104,1002,26825,993,20,5
4768,45,A,4832,16536,633,20906,2153,16,3
4769,37,B,6612,29866,1078,17778,1812,19,5
4770,51,A,5024,33357,1022,17646,2400,14,3
4771,46,E,8166,74977,1813,20631,1170,19,7
4772,41,D,3158,4901,510,35331,1476,16,2
4773,42,E,6966,59875,1644,39987,1941,17,6
4774,56,C,2872,8774,892,22595,1938,14,1
4775,47,E,8651,75933,1724,36982,1259,15,8
4776,50,B,7554,12882,1002,37337,2456,17,6
4777,44,B,6145,13683,1203,38816,1671,16,5
4778,21,E,8983,72060,1995,37276,1823,24,8
4779,36,C,3759,11966,606,41909,1483,16,3
4780,37,D,1361,3661,524,33779,1623,12,0
4781,45,E,8188,53247,2491,19677,1608,20,7
4782,36,B,7348,35994,1222,17607,1242,18,7
4783,33,C,3235,5208,770,23777,2018,18,2
4784,39,C,3789,14338,801,16116,1661,18,3
4785,25,E,7657,59081,1774,29163,1849,20,6
4786,43,C,2758,9539,837,38328,1750,12,2
4787,70,C,3012,2948,719,26604,1470,17,2
4788,59,B,8479,23140,1513,31719,1760,16,7
4789,58,E,7816,36992,2045,32189,1472,19,7
4790,39,D,1940,4177,505,19179,1864,11,1
4791,47,A,5126,21863,1090,23411,2190,17,3
4792,34,B,5550,17739,1177,20365,1254,17,5
4793,38,E,8475,54841,1812,29039,2046,20,7
4794,33,E,8634,42889,1686,27678,1970,18,7
4795,49,C,3367,7366,721,39279,2072,13,2
4796,38,D,1511,2972,499,22367,1798,12,0
4797,35,D,3344,6023,407,22534,2130,10,2
4798,27,C,3477,7070,656,31582,1196,15,3
4799,45,D,2687,8654,465,20955,2134,16,1
4800,42,D,2415,5476,458,36127,1618,14,1
4801,35,A,4911,26367,1132,34798,1620,14,4
4802,45,C,3130,7800,705,17379,1501,14,2
4803,38,D,2812,8867,552,23662,1356,12,2
4804,35,D,2799,4440,507,40968,1404,9,2
4805,52,D,1953,2022,388,31570,1749,11,1
4806,46,C,3641,13109,930,26327,1655,18,2
4807,43,B,6851,30102,1140,23465,1738,17,6
4808,24,E,7485,70399,2015,26570,1273,21,7
4809,43,D,1409,3398,464,33793,1323,15,1
4810,51,D,4249,7491,503,26232,2061,9,3
4811,50,B,7359,21575,1320,41405,1405,17,6
4812,23,E,7234,37698,1861,21095,1563,19,6
4813,32,C,2982,6266,837,42048,2605,14,1
4814,53,A,5251,23479,1004,27636,1389,15,4
4815,59,E,6431,43745,1458,17941,1805,17,5
4816,25,B,6649,21609,1248,33127,1566,18,6
4817,38,C,3955,13648,847,21815,1936,18,3
4818,45,B,6152,22440,1111,28554,1414,16,5
4819,30,A,5611,25173,1101,32983,1812,15,4
4820,38,A,5658,31198,825,16391,1946,18,4
4821,58,B,7066,29477,1118,39525,2106,16,5
4822,44,C,3967,7597,739,39337,1805,15,3
4823,46,A,5448,31703,1294,17183,894,19,5
4824,59,D,3214,3500,480,16206,2144,13,2
4825,27,B,8750,21449,1387,41610,2218,17,7
4826,37,E,7940,66711,1216,35099,1410,19,7
4827,20,A,5540,32025,1445,38889,1589,18,4
4828,53,D,3065,7485,569,23197,1566,9,2
4829,32,D,3612,10490,542,20621,2439,13,2
4830,43,B,6766,35887,1352,25761,1761,17,6
4831,29,D,2997,3669,370,21923,1579,11,2
4832,33,A,5696,40742,556,16879,2221,15,4
4833,12,D,2549,4951,616,41656,1783,14,1
4834,29,B,9009,17418,1145,29871,1712,20,8
4835,42,D,3286,6832,514,38799,853,14,3
4836,43,B,6662,26032,1167,41727,1385,15,6
4837,33,B,5843,16345,1129,26400,2136,15,4
4838,41,D,3621,7949,597,19279,1775,11,2
4839,47,A,5084,46247,1241,19992,1979,16,4
4840,46,B,5364,17938,1167,26627,1079,15,5
4841,30,B,5133,7443,1298,26955,1663,16,4
4842,38,B,6499,21464,1070,40520,1617,16,5
4843,60,A,5088,26249,779,18603,1210,19,4
4844,28,B,5346,23039,1241,34387,1498,18,4
4845,39,C,3521,5835,833,29066,1407,17,3
4846,35,B,6680,24824,1198,28470,1665,16,6
4847,40,B,6572,10504,1115,15679,2145,17,5
4848,30,E,8358,50719,1768,34755,2219,21,7
4849,38,B,6950,16485,1231,26110,2231,17,5
4850,16,B,5412,14658,1080,35803,1876,23,4
4851,34,A,4796,18812,1154,19237,1275,17,4
4852,36,D,2669,3605,507,29052,2234,11,1
4853,36,C,3832,8966,590,23062,1592,12,3
4854,44,A,5719,30816,803,40711,1534,13,5
4855,43,A,5426,39459,817,38181,1616,15,4
4856,62,E,8656,23464,1465,40009,1556,17,8
4857,31,C,4234,8314,601,28472,1666,16,3
4858,32,C,3713,9349,830,30512,1395,13,3
4859,44,E,8644,73400,958,30062,378,21,9
4860,34,B,7422,17101,1335,22054,1629,21,6
4861,30,A,4691,8871,827,39505,1388,15,4
4862,46,C,2704,6266,812,15641,1742,15,1
4863,49,B,7137,4225,1276,21238,1496,19,6
4864,46,E,7229,44841,1944,38624,1887,19,6
4865,39,B,7082,14731,1000,25847,2394,15,5
4866,60,D,2902,4775,516,15700,1498,14,2
4867,32,D,1804,3476,573,38288,2064,9,0
4868,27,E,8115,45464,2373,41913,2164,20,6
4869,51,A,5578,30448,1071,16799,1748,17,4
4870,38,D,2105,4600,450,20999,1959,11,1
4871,39,D,1764,2394,478,22798,1010,16,1
4872,42,B,7205,10616,1113,23998,1143,18,7
4873,33,B,5943,9234,1155,25905,1566,14,5
4874,17,C,3844,100,845,25532,2265,12,2
4875,40,C,3004,14148,878,38668,1456,16,2
4876,38,B,8099,29429,1179,27204,2152,21,6
4877,46,C,3450,7195,852,24082,1743,13,2
4878,15,A,4648,24898,1275,25093,967,15,4
4879,49,E,7741,56603,1700,30072,1915,16,6
4880,52,D,2951,5245,505,28217,1538,14,2
4881,37,E,7006,55555,1879,30471,1902,19,6
4882,57,A,5757,32372,1389,22010,1774,17,4
4883,37,D,3152,3972,468,18633,1839,14,2
4884,34,A,5826,32036,717,40287,1958,18,4
4885,31,D,2747,4719,550,31149,1365,9,2
4886,55,C,3574,14033,884,37618,2238,15,2
4887,45,D,2572,5788,459,22424,1796,13,1
4888,16,E,7844,58749,1280,34167,2216,18,6
4889,41,C,3755,7180,786,36097,1504,14,3
4890,40,A,5015,21768,1437,32005,1875,17,4
4891,51,B,6728,10699,1401,21606,1324,16,6
4892,27,D,2454,3120,546,23327,1833,12,1
4893,37,E,8011,54472,2225,36628,1568,17,7
4894,48,E,7926,5112,1226,32297,2242,18,6
4895,42,C,3102,5949,777,16252,1797,16,2
4896,37,C,3275,11282,908,19733,1474,16,2
4897,49,C,3582,2696,627,19037,1983,14,2
4898,35,D,2945,6988,470,16545,2176,11,1
4899,42,A,4120,19526,1267,26492,1480,16,3
4900,37,B,9329,33822,1133,38242,1691,19,8
4901,52,E,8649,6327,1786,37786,1410,19,8
4902,46,A,5327,40055,1008,39323,1624,15,4
4903,31,B,8364,27631,1196,24756,1680,20,7
4904,39,C,4006,17391,862,22637,1253,15,3
4905,32,A,4824,16296,879,26852,2387,15,3
4906,21,A,5132,30582,993,20451,1692,20,4
4907,41,E,7780,49797,1436,38031,1756,17,7
4908,38,D,2836,5129,569,23603,1238,12,2
4909,48,A,4176,26012,1044,37807,1838,18,3
4910,27,C,3764,11863,888,29943,1643,11,3
4911,33,B,6512,23040,1106,17155,1759,19,5
4912,25,C,3771,6663,732,22101,1800,15,2
4913,31,A,5238,30609,986,37186,2356,17,3
4914,49,D,3175,4721,491,26146,1499,11,2
4915,33,A,5045,32268,766,36807,1780,17,4
4916,30,D,2858,6666,412,35439,2208,16,1
4917,35,C,3922,3772,537,34898,1409,15,3
4918,41,B,8599,15899,1049,28806,1837,16,7
4919,45,B,6788,28765,1268,27030,2120,20,5
4920,44,C,3301,4496,788,34972,1961,16,2
4921,33,A,4910,34610,842,41577,1767,16,4
4922,57,B,8139,26459,1228,25886,2382,18,6
4923,30,B,7621,9805,1063,19881,1894,16,6
4924,74,A,5282,19896,935,32885,1863,15,4
4925,47,B,6521,19646,1088,17729,2098,13,5
4926,49,D,2674,5174,493,30872,1783,15,1
4927,53,E,6703,47154,1927,41503,1837,16,5
4928,41,B,7963,22260,1229,22073,1831,19,7
4929,14,D,1814,4219,498,17095,1087,14,1
4930,41,D,3477,8067,508,37702,2009,13,2
4931,28,A,6283,18215,922,16157,1875,17,5
4932,28,E,8055,62358,1567,26339,1589,21,7
4933,47,B,7194,15195,1172,36732,1966,18,6
4934,34,A,4069,23538,919,20860,1926,18,3
4935,44,B,7276,23407,1205,18413,1726,16,6
4936,44,A,4773,28221,703,26747,2047,15,3
4937,21,C,3267,3021,684,25099,1281,16,2
4938,45,D,2098,4342,444,15631,1732,15,1
4939,57,A,4934,18401,1090,17941,1830,18,4
4940,35,A,5396,36057,1118,18925,1814,16,4
4941,50,C,3538,10178,1007,41881,2273,18,2
4942,39,E,8201,48665,1549,19175,1857,18,7
4943,43,C,3742,2672,857,22687,2004,13,2
4944,45,A,3944,17142,899,32704,1456,20,3
4945,52,B,5790,17957,1203,22777,1791,18,4
4946,51,D,1680,3964,469,36707,1869,15,0
4947,28,B,5890,14325,1163,22904,1343,17,5
4948,34,A,4992,27729,927,18975,1982,17,4
4949,24,D,1807,2695,554,21403,1269,13,1
4950,52,B,5088,19448,1160,34517,1235,19,4
4951,40,E,7989,67673,1718,17019,1477,21,7
4952,39,D,2726,4170,543,16751,1766,9,1
4953,36,B,6276,17828,1288,40465,2158,16,5
4954,39,C,3196,7259,830,20372,1526,15,2
4955,47,C,4265,12776,1017,32432,1637,13,3
4956,46,C,2795,5216,823,41056,1486,15,2
4957,59,A,4595,25241,1110,34097,2167,18,3
4958,50,C,3671,6683,852,25629,1781,16,2
4959,29,E,6988,48056,1915,20407,1551,24,6
4960,38,D,3307,6924,446,22031,1654,14,2
4961,51,B,7553,24725,1168,15620,1297,19,7
4962,44,A,5583,27980,931,22036,1648,12,4
4963,40,A,6236,8096,1134,39034,2193,20,5
4964,42,B,7434,14131,1240,38555,1422,14,7
4965,40,B,4322,7665,1241,41653,1555,19,3
4966,43,C,3141,3925,829,16211,1796,16,2
4967,34,B,6126,22825,1043,39471,1753,16,5
4968,45,B,7179,10329,1199,15759,1368,20,6
4969,46,C,3573,8531,774,29380,2015,15,2
4970,57,A,5459,24995,1095,15984,2187,14,4
4971,32,C,3878,2636,858,18498,1917,14,2
4972,27,A,5078,24043,891,31808,1392,15,4
4973,27,B,6698,26558,1170,35853,1759,15,5
4974,55,C,4203,7595,676,22162,2110,13,3
4975,10,B,6567,33587,1093,24670,1232,20,6
4976,41,B,5799,14143,1067,29883,1836,17,4
4977,34,C,3797,11113,962,19685,1846,14,2
4978,40,A,4232,23144,1184,27960,1177,14,4
4979,28,E,7303,9275,1311,35654,1163,18,7
4980,52,C,3436,4491,763,24012,2174,15,2
4981,32,C,3161,4081,749,32854,2077,18,2
4982,41,A,5065,39685,977,31577,1545,14,4
4983,50,D,2546,5112,576,25112,1600,15,1
4984,30,A,4933,12824,1267,26038,2201,17,3
4985,41,E,8376,46071,1548,34115,1941,21,7
4986,46,A,5369,13969,1368,33554,1331,15,5
4987,41,E,7825,65033,1152,24131,1747,19,7
4988,45,A,4810,28476,979,24600,1785,17,4
4989,45,C,3496,5883,937,33476,1231,11,3
4990,42,D,2509,4910,537,28352,2391,12,1
4991,41,E,6851,34912,2250,30491,2049,19,5
4992,47,A,5588,19982,1030,18947,1491,17,5
4993,29,B,6294,18739,1103,37669,2140,17,5
4994,33,A,4083,13351,858,32727,1806,18,3
4995,40,A,5000,26559,1203,26984,1881,16,4
4996,41,A,5773,29255,984,29469,1620,18,5
4997,46,C,3512,19204,810,24828,1943,13,2
4998,29,E,6721,43553,1983,19009,1445,20,6
4999,42,E,8706,28337,1664,38900,2031,18,7
5000,41,A,5295,37147,1466,36859,1998,17,4
5001,57,B,6210,29343,1192,33550,1469,18,5
5002,30,C,4432,8328,980,32906,1530,12,3
5003,50,E,7859,51872,1400,31027,1871,19,6
5004,39,D,2961,8779,564,30333,1701,14,2
5005,41,B,6613,30577,1203,19984,2004,14,5
5006,26,E,8416,80988,1648,18623,2089,19,7
5007,34,B,6505,31170,1239,38222,2026,18,5
5008,45,E,5975,31391,1540,21395,1696,21,5
5009,33,C,3420,1154,744,32995,1975,13,2
5010,44,D,2718,7267,472,33565,1862,13,1
5011,48,B,7528,20048,1173,27546,2355,17,6
5012,41,B,6403,12397,1159,27625,1638,16,5
5013,49,D,3215,5275,560,19640,1821,14,2
5014,47,D,1897,2442,476,29158,1885,11,1
5015,42,B,6781,17885,1075,18893,1936,16,5
5016,37,D,2334,4648,524,35137,1701,14,1
5017,34,A,5169,14123,1156,38742,1556,15,4
5018,44,E,7573,36883,1726,30826,1272,15,7
5019,41,A,4036,29587,521,40916,1511,15,3
5020,40,E,7972,99490,2116,16790,1443,14,7
5021,52,A,4830,18703,1203,34775,1832,17,3
5022,68,D,2386,5157,485,19310,2505,13,0
5023,38,B,7498,25475,1058,34234,2403,18,6
5024,46,C,2340,7364,1005,28033,1727,15,1
5025,36,A,5839,34174,941,39856,1732,16,5
5026,50,D,3289,6574,500,41737,1716,10,2
5027,46,E,8154,40567,2145,20601,1573,16,7
5028,55,D,2408,5827,481,20809,1080,12,2
5029,27,A,4967,13473,1184,40600,1684,17,4
5030,57,B,7195,20588,1177,16398,1390,16,6
5031,35,D,1766,4625,459,35944,2068,14,0
5032,45,A,4858,27067,714,32226,1328,17,4
5033,38,B,8738,27424,1323,36070,1147,18,8
5034,33,E,8976,72184,1308,32259,1601,19,8
5035,54,E,9331,27753,1678,33921,1245,23,9
5036,34,C,3636,2686,800,24891,1216,13,3
5037,40,E,8660,54000,1800,28313,1858,16,7
5038,48,E,8767,36744,1668,18017,1701,19,8
5039,40,C,3414,10727,640,26652,1681,14,2
5040,32,D,2195,4866,479,17475,1150,11,2
5041,49,A,4708,11368,1052,27072,2142,19,3
5042,36,D,2053,4667,483,33857,1513,16,1
5043,45,D,2195,4304,438,27539,1504,9,1
5044,38,D,2982,6105,495,32081,1488,16,2
5045,33,A,4561,21600,972,37843,1737,19,3
5046,33,D,2189,4052,458,20140,1648,12,1
5047,36,D,2596,4384,533,32768,1734,15,1
5048,41,D,2332,5147,509,23063,1629,13,1
5049,12,B,6595,23653,1226,40422,1892,20,5
5050,53,A,4663,17364,937,33244,1924,18,3
5051,52,E,7978,42764,1626,37921,1469,17,7
5052,31,A,5164,21110,1276,30277,1577,17,4
5053,34,D,2341,4177,500,32150,1588,14,1
5054,29,B,5568,15658,1205,31008,2480,15,4
5055,46,E,7706,44947,1766,38057,1942,21,6
5056,55,B,8411,34714,1352,37089,2046,16,7
5057,33,C,2981,5596,715,39689,1726,13,2
5058,29,E,8894,47940,1207,28023,1861,19,8
5059,34,D,1850,2298,433,18133,1480,14,1
5060,27,B,6566,19443,1090,25026,1855,19,5
5061,55,C,3970,8281,684,31347,1814,17,3
5062,40,D,3827,10036,535,39316,1643,11,3
5063,32,A,4465,1366,685,21908,1569,17,3
5064,31,C,3168,3522,1037,23105,1893,14,2
5065,22,D,2721,2797,500,17680,1567,15,2
5066,25,D,2873,7582,415,19672,2412,13,1
5067,53,C,3874,6451,714,23646,2053,15,2
5068,55,A,4345,22361,1258,16061,1350,15,3
5069,38,A,4513,25451,998,33069,949,15,4
5070,34,A,5373,19877,1123,41944,1900,18,4
5071,36,B,6900,14635,1240,41508,1579,14,6
5072,35,B,6202,34987,1312,31000,1559,11,5
5073,48,C,3815,6850,767,16650,1452,14,3
5074,51,E,8702,97905,1522,23868,1611,18,8
5075,54,D,1920,2979,572,36918,1729,11,1
5076,54,E,8715,76188,768,29879,2267,17,7
5077,42,E,7705,51598,1132,18854,1795,16,6
5078,47,A,4781,29494,965,28923,1993,16,3
5079,49,A,5960,35120,1174,22391,915,19,6
5080,38,A,4867,31115,1158,27345,1663,18,4
5081,30,E,6635,106,1830,16905,1556,19,6
5082,61,C,3005,13567,720,31752,1905,17,2
5083,42,A,4935,26084,1333,38258,1747,15,4
5084,42,C,4060,9706,1009,17245,1570,14,3
5085,38,A,5441,17931,543,28897,1624,13,4
5086,48,A,4358,18967,1012,26526,966,15,4
5087,37,E,7290,66182,1664,19830,1523,14,6
5088,37,D,2231,3936,559,28530,1781,14,1
5089,48,E,9038,38228,1386,21316,1749,19,8
5090,32,B,6546,23465,1189,25072,2022,19,5
5091,42,C,3471,6771,879,17929,1750,14,2
5092,36,A,5090,25002,1224,15975,1544,17,4
5093,42,E,8089,59176,1550,38569,1730,17,7
5094,71,B,8580,24071,1280,35391,1542,17,8
5095,48,E,8083,40775,1373,26552,1859,20,7
5096,45,A,4610,27980,1241,18586,1383,17,4
5097,53,D,3100,7100,463,20681,2233,14,1
5098,50,E,7786,83693,2147,26460,1817,19,6
5099,47,A,5064,29227,1254,34331,1771,13,4
5100,31,E,8999,22524,1781,35365,2351,22,7
5101,30,B,5912,15796,1269,18405,1503,19,5
5102,32,C,3143,6416,903,36192,1615,15,2
5103,51,A,5050,31118,918,26323,2087,16,3
5104,15,E,9574,60634,1673,35916,2101,16,8
5105,34,E,7273,51852,1108,32560,1978,16,6
5106,31,B,7894,16608,1234,16796,2504,18,6
5107,33,D,1853,4517,542,15801,1756,14,1
5108,48,A,5559,28283,857,40856,2064,14,4
5109,35,A,5434,26774,864,25589,1746,16,4
5110,54,B,8017,17493,1392,17573,1619,19,7
5111,27,E,7806,83200,1804,39858,2106,16,6
5112,44,D,3593,5545,475,19655,1395,13,3
5113,39,A,5214,23959,1244,26775,2016,16,4
5114,39,A,5502,36258,789,22802,1548,17,4
5115,59,C,2810,1927,959,25654,1390,14,2
5116,44,E,8693,43121,1564,34258,1208,18,8
5117,31,C,3323,1910,839,40363,2143,15,2
5118,46,B,6392,25085,1264,18046,1514,16,5
5119,39,E,7635,40636,1338,24934,1914,23,6
5120,29,A,5695,33848,1186,25104,1602,13,5
5121,57,E,8542,67660,1475,37844,1448,20,8
5122,60,D,3051,7139,564,35460,2237,11,1
5123,42,B,6645,18689,1302,17623,1823,21,5
5124,36,D,2082,3929,477,26361,2030,14,1
5125,39,C,3717,9002,810,16643,1807,11,2
5126,39,C,4123,8200,661,39512,1838,15,3
5127,47,D,3200,5503,506,33011,1187,14,3
5128,40,D,838,1702,494,40279,1263,14,0
5129,30,A,5108,19176,1256,22700,1951,19,4
5130,49,D,2251,2687,464,26072,1517,15,1
5131,29,E,8387,47876,2025,41326,1738,20,7
5132,57,E,7353,52661,1405,15810,1550,22,6
5133,35,C,3609,8149,878,23517,1702,13,2
5134,45,B,5607,24063,1070,36196,1759,15,4
5135,43,A,4287,10760,783,17574,1904,19,3
5136,44,D,2789,6177,513,24828,1515,12,2
5137,45,D,4115,6523,524,29292,1354,15,3
5138,47,C,3584,1241,714,21871,1424,14,3
5139,57,A,5660,33600,997,22177,1217,14,5
5140,50,D,3294,8394,603,28613,2018,13,2
5141,15,B,6848,13344,1123,23554,1728,16,6
5142,42,B,6620,21865,1220,37293,1815,18,5
5143,13,E,6821,70698,1803,18595,1657,17,6
5144,49,B,5555,19938,1319,26105,1514,17,5
5145,35,C,3628,5092,1001,21056,2045,11,2
5146,38,C,3324,6171,823,24443,1918,19,2
5147,48,A,4943,32654,1093,27527,1488,15,4
5148,44,A,4389,31314,982,25818,1799,18,3
5149,28,C,3622,10016,648,36226,927,15,3
5150,46,A,5381,32880,795,28315,1727,19,4
5151,39,D,2592,5978,532,24205,1967,15,1
5152,37,A,4310,9919,787,17037,1610,20,3
5153,40,B,7384,3847,1126,39362,1686,18,6
5154,44,A,5557,30084,1104,30554,1651,16,4
5155,38,C,3756,14942,915,32236,2413,13,2
5156,30,A,5825,21286,961,29217,1851,16,4
5157,41,D,935,1336,468,40297,1965,12,0
5158,51,A,5563,46919,960,24946,1422,15,5
5159,50,A,5132,28838,1387,41640,1134,18,4
5160,58,E,7720,18065,2276,32541,2096,19,6
5161,59,E,7662,75462,1261,38432,1206,19,7
5162,45,B,5939,6680,931,23120,2016,18,4
5163,25,E,7392,33879,2141,21761,1874,20,6
5164,30,C,3619,12150,709,36107,2009,14,2
5165,41,D,2125,3856,459,32664,1481,11,1
5166,47,C,3316,9974,601,36022,1870,12,2
5167,49,D,3357,5257,490,19506,1426,11,2
5168,58,E,8717,79970,1658,17353,1995,17,7
5169,46,B,4446,16853,1012,33702,1505,19,3
5170,39,C,3734,6024,886,39747,1690,8,3
5171,51,D,3651,7462,482,19551,1567,15,3
5172,38,C,3150,5231,791,17746,1713,16,2
5173,27,D,2743,6775,500,18205,1506,13,2
5174,57,C,2704,171,648,17002,1680,14,2
5175,57,C,3358,3841,947,16028,1830,12,2
5176,27,C,2776,7880,775,15965,1812,20,1
5177,46,D,2700,6504,512,36519,2008,13,1
5178,31,C,3626,11202,669,22201,2290,12,2
5179,27,D,3558,9190,576,31642,1669,11,2
5180,36,C,3536,11070,1015,28181,1708,13,2
5181,47,E,7656,42073,922,31218,1191,15,7
5182,40,C,3172,6754,746,34696,1032,13,3
5183,31,A,4992,28909,1123,41093,1747,17,4
5184,32,D,3261,5689,481,35966,1347,14,2
5185,35,E,8195,36436,2109,34162,2133,18,7
5186,41,D,3589,7257,439,22982,1733,11,2
5187,42,E,6668,28644,1915,29244,1186,18,6
5188,27,A,3511,18042,945,30162,2210,16,2
5189,49,C,3988,5599,826,37812,1845,14,3
5190,50,E,8269,10517,1921,41398,1461,18,7
5191,36,C,3455,10601,937,39509,2412,13,2
5192,67,D,1829,2646,390,26731,1408,12,1
5193,48,E,8589,41279,1393,16747,1591,17,7
5194,31,D,1979,3792,446,41621,1537,13,1
5195,54,A,4330,21984,858,25923,1915,15,3
5196,46,A,4188,34034,788,33040,1608,15,3
5197,46,D,2958,7533,514,36475,1381,14,2
5198,47,E,7790,29308,1589,28638,1511,21,7
5199,37,C,3627,7986,765,19820,1762,14,2
5200,31,A,4176,21320,759,16107,1453,13,3
5201,31,C,3085,6644,758,17790,2238,11,1
5202,43,A,4565,38904,518,21493,1608,19,3
5203,37,D,1203,3837,478,19731,1974,9,0
5204,37,A,4166,30106,902,18444,1749,19,3
5205,39,B,6481,18479,1213,29808,1994,17,5
5206,47,D,1497,2539,545,33365,1860,13,0
5207,39,B,7842,34837,1071,27088,1730,15,7
5208,34,E,6939,74224,1486,22045,1372,15,6
5209,22,E,8220,50730,1868,26870,828,20,8
5210,32,B,7381,24579,1116,16003,2127,20,6
5211,35,D,2379,4284,451,23143,1744,11,1
5212,48,D,4272,7669,520,29190,2151,12,3
5213,44,E,7779,49251,2122,38210,1659,19,7
5214,35,E,8967,57185,2134,16106,1168,18,8
5215,51,C,3448,5316,770,24952,1508,14,2
5216,30,E,8582,41026,2512,39667,1838,17,7
5217,33,A,4150,15710,1048,34353,1586,12,3
5218,32,C,3671,8918,809,32743,1906,19,2
5219,46,E,8009,34683,2270,18561,2081,19,6
5220,47,C,3756,4215,926,31885,2092,16,2
5221,38,D,2537,5309,507,38896,1584,14,1
5222,41,E,7342,93287,1243,39687,1590,18,6
5223,54,C,3570,6628,838,34079,1474,15,3
5224,15,A,5397,20062,1139,18046,1609,17,4
5225,49,B,8669,26559,1137,35887,1286,21,8
5226,41,D,3047,4198,493,17320,1046,12,3
5227,47,C,3712,14067,770,41792,1630,15,3
5228,32,E,9272,45007,1223,19925,1508,18,8
5229,36,A,4438,29851,892,18411,1654,17,3
5230,44,D,3538,4260,420,15984,1593,9,2
5231,36,E,7230,38229,1263,19955,2163,19,6
5232,48,B,6880,27809,1259,17865,1550,17,6
5233,42,D,2591,2416,471,17795,1925,16,1
5234,44,C,3512,3712,741,28200,1609,16,2
5235,41,B,6655,27395,1274,17532,1876,18,5
5236,49,D,1603,2866,503,37627,1301,12,1
5237,37,B,7651,11607,1174,37291,1544,16,7
5238,39,C,3812,13609,867,37572,2373,10,2
5239,37,E,8008,31925,1726,30741,1652,14,7
5240,50,D,2495,7325,556,28106,1198,12,2
5241,39,E,7515,16573,1515,30691,2078,18,6
5242,36,C,4417,2847,855,36867,1261,14,4
5243,29,A,5267,21029,1186,37517,1709,17,4
5244,30,D,2745,4460,496,28981,1401,14,2
5245,56,A,5541,46235,1006,39331,1949,16,4
5246,27,E,7903,53345,1725,34138,1837,17,7
5247,35,E,6968,26173,2497,20821,1703,18,6
5248,39,E,7104,33890,2131,41763,1412,21,6
5249,36,B,7608,32028,1332,41836,1855,20,6
5250,59,A,5104,31395,1091,18083,1636,17,4
5251,39,D,1616,2590,513,26280,1049,12,1
5252,50,E,7282,79209,2497,28745,1980,20,6
5253,51,B,8163,9771,1106,20575,2437,20,6
5254,37,C,3719,16100,690,39243,2548,12,2
5255,32,E,8150,56095,1969,23647,1296,17,7
5256,46,A,4810,25396,962,21987,1906,16,3
5257,39,A,4861,14187,1207,40198,1515,16,4
5258,39,E,7871,40643,1693,26175,1652,20,7
5259,48,C,3178,10467,688,34535,1604,12,2
5260,45,D,2741,5130,456,29404,1811,16,1
5261,28,E,7420,47882,1488,24577,1389,20,7
5262,31,B,8342,21882,1203,28475,2121,17,7
5263,47,A,5751,24915,979,35635,1548,13,5
5264,33,A,5840,38998,1154,18624,1628,19,5
5265,38,C,3077,8103,643,18194,1525,16,2
5266,50,E,7170,56558,1926,36668,2342,17,5
5267,36,B,7004,16374,1297,40929,1531,18,6
5268,19,A,4220,17784,1055,36539,1266,18,3
5269,41,E,6511,23613,1404,35389,894,24,6
5270,45,C,3548,11559,868,24033,1434,12,3
5271,43,D,1805,4555,582,18801,1562,10,1
5272,38,A,5812,28173,902,25933,1566,15,5
5273,36,D,1974,4932,481,16755,1604,13,1
5274,24,C,2998,6402,900,25402,1144,15,2
5275,20,C,2687,9127,845,32968,1989,14,1
5276,39,C,3838,7175,954,21628,1130,12,3
5277,48,C,4410,7509,732,38003,2102,16,3
5278,28,C,2783,2203,826,29721,2181,13,1
5279,52,E,7853,54353,1918,18135,1575,17,7
5280,44,D,2456,4049,494,25401,1899,14,1
5281,34,D,1219,1956,559,40401,2411,13,0
5282,34,E,8206,45481,2057,39836,1734,18,7
5283,24,E,7011,14625,1681,35674,1661,19,6
5284,49,C,2540,4146,799,21666,1834,13,1
5285,39,E,8644,53923,1370,36243,2384,17,7
5286,31,A,5885,12884,1071,40630,1620,16,5
5287,61,A,5123,24774,1337,40921,1963,15,4
5288,51,B,6292,32460,1033,23105,1677,21,5
5289,51,C,3203,67,870,33041,1886,17,2
5290,28,A,5652,33571,990,28503,1899,16,4
5291,34,A,4949,26493,1071,33341,1653,14,4
5292,28,C,3377,9984,751,26807,1939,18,2
5293,32,A,4136,23887,799,35296,1706,14,3
5294,35,B,7693,2241,1242,24559,1770,20,6
5295,52,D,2200,3915,409,27899,1863,16,1
5296,27,A,4403,30352,774,36581,2015,14,3
5297,33,B,7148,18293,1348,41020,1561,17,6
5298,46,C,3367,8965,874,29285,1612,12,2
5299,43,C,3568,6996,936,16679,1714,15,2
5300,32,D,2385,3800,610,20364,1027,13,2
5301,40,E,6494,46694,1757,17489,1508,15,5
5302,30,A,5575,14302,1048,39367,1903,16,4
5303,21,A,5124,33377,1091,17373,1594,16,4
5304,48,B,4991,12521,1293,38744,1237,16,4
5305,30,B,7612,17528,1150,22648,2525,18,6
